,Hour,Vejnavn,Total Vehicles
0,00,Ellebjergvej,405.8157119476268
1,01,Ellebjergvej,270.31783960720134
2,02,Ellebjergvej,216.6098199672668
3,03,Ellebjergvej,214.97479541734862
4,04,Ellebjergvej,288.75090016366613
5,05,Ellebjergvej,611.4281505728314
6,06,Ellebjergvej,1281.6049099836334
7,07,Ellebjergvej,1915.0873977086744
8,08,Ellebjergvej,1941.3345335515548
9,09,Ellebjergvej,1829.8690671031097
10,10,Ellebjergvej,1873.9528641571194
11,11,Ellebjergvej,2025.567921440262
12,12,Ellebjergvej,2174.0036006546643
13,13,Ellebjergvej,2246.9905073649757
14,14,Ellebjergvej,2462.7495908346973
15,15,Ellebjergvej,2624.466448445172
16,16,Ellebjergvej,2609.177086743044
17,17,Ellebjergvej,2281.8248772504094
18,18,Ellebjergvej,1790.939116202946
19,19,Ellebjergvej,1346.5018003273321
20,20,Ellebjergvej,1139.1865793780687
21,21,Ellebjergvej,1015.0353518821604
22,22,Ellebjergvej,900.0618657937807
23,23,Ellebjergvej,670.3319148936171
24,00,Englandsvej,149.16334661354583
25,01,Englandsvej,93.66026801883376
26,02,Englandsvej,65.28866352770736
27,03,Englandsvej,60.82433900760594
28,04,Englandsvej,87.22021006881565
29,05,Englandsvej,167.4914885910902
30,06,Englandsvej,412.366896052155
31,07,Englandsvej,774.4223107569721
32,08,Englandsvej,816.1550162984425
33,09,Englandsvej,757.8036943136544
34,10,Englandsvej,805.408185440058
35,11,Englandsvej,879.609561752988
36,12,Englandsvej,936.6609923940601
37,13,Englandsvej,967.120246287577
38,14,Englandsvej,1024.7566099239407
39,15,Englandsvej,1103.1336472292649
40,16,Englandsvej,1086.3643607388628
41,17,Englandsvej,967.2111553784861
42,18,Englandsvej,767.6972111553785
43,19,Englandsvej,585.5132198478811
44,20,Englandsvej,467.8938790293372
45,21,Englandsvej,401.78015211879756
46,22,Englandsvej,357.92394060123144
47,23,Englandsvej,251.3828323071351
48,00,Fredensbro,609.0452937013447
49,01,Fredensbro,403.85598018400566
50,02,Fredensbro,319.2073602264685
51,03,Fredensbro,292.0166312809625
52,04,Fredensbro,306.9893842887474
53,05,Fredensbro,411.9975230007077
54,06,Fredensbro,900.8075017692852
55,07,Fredensbro,2050.0488322717624
56,08,Fredensbro,2459.8920736022646
57,09,Fredensbro,2272.1220806794054
58,10,Fredensbro,2137.067940552017
59,11,Fredensbro,2228.4125973106866
60,12,Fredensbro,2386.0268931351734
61,13,Fredensbro,2417.144727530078
62,14,Fredensbro,2597.4076433121018
63,15,Fredensbro,2839.4370134465676
64,16,Fredensbro,2894.2303609341825
65,17,Fredensbro,2739.1882519462138
66,18,Fredensbro,2262.884288747346
67,19,Fredensbro,1663.8577494692145
68,20,Fredensbro,1295.4285208775655
69,21,Fredensbro,1182.1362349610756
70,22,Fredensbro,1129.6022646850672
71,23,Fredensbro,933.1210191082803
72,00,Frederikssundsvej,418.91822503961964
73,01,Frederikssundsvej,283.89540412044374
74,02,Frederikssundsvej,221.41711568938194
75,03,Frederikssundsvej,184.4526148969889
76,04,Frederikssundsvej,173.024088748019
77,05,Frederikssundsvej,200.82694136291602
78,06,Frederikssundsvej,362.6827258320127
79,07,Frederikssundsvej,727.4795562599049
80,08,Frederikssundsvej,956.3239302694136
81,09,Frederikssundsvej,880.1619651347069
82,10,Frederikssundsvej,956.5806656101427
83,11,Frederikssundsvej,1086.9372424722662
84,12,Frederikssundsvej,1192.016798732171
85,13,Frederikssundsvej,1251.1524564183835
86,14,Frederikssundsvej,1322.321711568938
87,15,Frederikssundsvej,1404.570206022187
88,16,Frederikssundsvej,1388.7549920760698
89,17,Frederikssundsvej,1293.4088748019017
90,18,Frederikssundsvej,1143.42440570523
91,19,Frederikssundsvej,962.8706814580032
92,20,Frederikssundsvej,838.3270998415214
93,21,Frederikssundsvej,761.0586370839936
94,22,Frederikssundsvej,719.197147385103
95,23,Frederikssundsvej,595.1984152139461
96,00,Gadelandet,68.28206744405925
97,01,Gadelandet,38.45256854711629
98,02,Gadelandet,29.31547431452884
99,03,Gadelandet,38.753230381342576
100,04,Gadelandet,69.87141506460763
101,05,Gadelandet,160.7756066813741
102,06,Gadelandet,329.4538291837378
103,07,Gadelandet,425.327450362433
104,08,Gadelandet,335.2105263157895
105,09,Gadelandet,302.5266309486291
106,10,Gadelandet,317.4358651118815
107,11,Gadelandet,350.86889379136466
108,12,Gadelandet,387.73274503624333
109,13,Gadelandet,452.4097069019855
110,14,Gadelandet,535.1200756381972
111,15,Gadelandet,548.610148124803
112,16,Gadelandet,458.8288685786322
113,17,Gadelandet,350.0797352663095
114,18,Gadelandet,279.3028679483139
115,19,Gadelandet,228.09013551843682
116,20,Gadelandet,205.06838953671604
117,21,Gadelandet,190.04097069019855
118,22,Gadelandet,156.83422628427357
119,23,Gadelandet,104.00189095493224
120,00,Hareskovvej,422.8254980079681
121,01,Hareskovvej,193.71792828685258
122,02,Hareskovvej,126.18565737051793
123,03,Hareskovvej,102.29083665338645
124,04,Hareskovvej,120.0406374501992
125,05,Hareskovvej,340.9442231075697
126,06,Hareskovvej,1593.4525896414343
127,07,Hareskovvej,3053.7745019920317
128,08,Hareskovvej,3152.3059760956176
129,09,Hareskovvej,2331.595219123506
130,10,Hareskovvej,2043.5569721115537
131,11,Hareskovvej,2175.1027888446215
132,12,Hareskovvej,2383.4374501992033
133,13,Hareskovvej,2496.385657370518
134,14,Hareskovvej,2984.380876494024
135,15,Hareskovvej,3688.635856573705
136,16,Hareskovvej,3737.011952191235
137,17,Hareskovvej,3206.7808764940237
138,18,Hareskovvej,2340.8589641434264
139,19,Hareskovvej,1551.6541832669323
140,20,Hareskovvej,1210.1665338645419
141,21,Hareskovvej,1155.5442231075697
142,22,Hareskovvej,1129.9123505976095
143,23,Hareskovvej,787.392828685259
144,00,Islands Brygge,49.995438996579246
145,01,Islands Brygge,32.513968072976056
146,02,Islands Brygge,22.92018244013683
147,03,Islands Brygge,17.550171037628278
148,04,Islands Brygge,15.543329532497149
149,05,Islands Brygge,21.71892816419612
150,06,Islands Brygge,55.866875712656785
151,07,Islands Brygge,191.6257126567845
152,08,Islands Brygge,369.1519384264538
153,09,Islands Brygge,306.0108323831243
154,10,Islands Brygge,231.60091220068415
155,11,Islands Brygge,233.18871151653363
156,12,Islands Brygge,254.13112884834663
157,13,Islands Brygge,255.51624857468644
158,14,Islands Brygge,266.5675598631699
159,15,Islands Brygge,316.3055872291904
160,16,Islands Brygge,346.48403648802736
161,17,Islands Brygge,296.01368301026224
162,18,Islands Brygge,224.11345496009122
163,19,Islands Brygge,167.51197263397947
164,20,Islands Brygge,129.9412770809578
165,21,Islands Brygge,107.55444697833524
166,22,Islands Brygge,95.04161915621437
167,23,Islands Brygge,76.91562143671608
168,00,Jagtvej,417.5654813529922
169,01,Jagtvej,284.3920208152645
170,02,Jagtvej,219.10277536860363
171,03,Jagtvej,183.3009540329575
172,04,Jagtvej,170.47398091934085
173,05,Jagtvej,217.6062445793582
174,06,Jagtvej,481.9262792714657
175,07,Jagtvej,854.5620121422377
176,08,Jagtvej,935.3009540329575
177,09,Jagtvej,1010.6071118820469
178,10,Jagtvej,1141.0411968777103
179,11,Jagtvej,1236.3924544666088
180,12,Jagtvej,1288.0173460537728
181,13,Jagtvej,1265.5251517779704
182,14,Jagtvej,1274.3499566348655
183,15,Jagtvej,1245.1309627059843
184,16,Jagtvej,1214.9869904596703
185,17,Jagtvej,1219.0403295750216
186,18,Jagtvej,1198.8469210754554
187,19,Jagtvej,1027.7896790980053
188,20,Jagtvej,857.7432784041631
189,21,Jagtvej,802.0533391153513
190,22,Jagtvej,780.8391153512575
191,23,Jagtvej,628.4449262792715
192,00,KalkbrÃ¦nderihavnsgade,144.19686339248864
193,01,KalkbrÃ¦nderihavnsgade,91.53074700784151
194,02,KalkbrÃ¦nderihavnsgade,66.46264960792406
195,03,KalkbrÃ¦nderihavnsgade,64.25670656211308
196,04,KalkbrÃ¦nderihavnsgade,73.080478745357
197,05,KalkbrÃ¦nderihavnsgade,124.89888567891045
198,06,KalkbrÃ¦nderihavnsgade,326.7333883615353
199,07,KalkbrÃ¦nderihavnsgade,818.6372265786215
200,08,KalkbrÃ¦nderihavnsgade,1316.4667767230706
201,09,KalkbrÃ¦nderihavnsgade,1155.9120924473793
202,10,KalkbrÃ¦nderihavnsgade,1036.6553858852662
203,11,KalkbrÃ¦nderihavnsgade,996.2055303342963
204,12,KalkbrÃ¦nderihavnsgade,1067.8683450268263
205,13,KalkbrÃ¦nderihavnsgade,1069.9092034667767
206,14,KalkbrÃ¦nderihavnsgade,1159.0697482459761
207,15,KalkbrÃ¦nderihavnsgade,1338.3326454808089
208,16,KalkbrÃ¦nderihavnsgade,1370.002476269088
209,17,KalkbrÃ¦nderihavnsgade,1176.1035905901774
210,18,KalkbrÃ¦nderihavnsgade,876.1254643004539
211,19,KalkbrÃ¦nderihavnsgade,587.7197688815518
212,20,KalkbrÃ¦nderihavnsgade,407.77589764754435
213,21,KalkbrÃ¦nderihavnsgade,331.8786628146925
214,22,KalkbrÃ¦nderihavnsgade,294.96285596368136
215,23,KalkbrÃ¦nderihavnsgade,231.8324391250516
216,00,Kalvebod Brygge,326.53680873547023
217,01,Kalvebod Brygge,235.17611835153224
218,02,Kalvebod Brygge,196.1447692849595
219,03,Kalvebod Brygge,216.59281437125748
220,04,Kalvebod Brygge,346.60584712927084
221,05,Kalvebod Brygge,779.9475167312434
222,06,Kalvebod Brygge,1534.132088763649
223,07,Kalvebod Brygge,2099.77703416696
224,08,Kalvebod Brygge,2084.9841493483623
225,09,Kalvebod Brygge,2075.9154631912647
226,10,Kalvebod Brygge,2111.688270517788
227,11,Kalvebod Brygge,2238.3296935540684
228,12,Kalvebod Brygge,2321.957731595632
229,13,Kalvebod Brygge,2428.125748502994
230,14,Kalvebod Brygge,2591.3103205353996
231,15,Kalvebod Brygge,2635.03909827404
232,16,Kalvebod Brygge,2538.880239520958
233,17,Kalvebod Brygge,2140.4071856287424
234,18,Kalvebod Brygge,1621.1659034871434
235,19,Kalvebod Brygge,1215.4068333920395
236,20,Kalvebod Brygge,1018.6072560760831
237,21,Kalvebod Brygge,891.3624515674534
238,22,Kalvebod Brygge,784.879887284255
239,23,Kalvebod Brygge,543.9323705530117
240,00,Molbechsvej,14.705172960964774
241,01,Molbechsvej,9.624563630593462
242,02,Molbechsvej,7.475721993018089
243,03,Molbechsvej,7.173278324341479
244,04,Molbechsvej,11.535702951443985
245,05,Molbechsvej,33.640748968581406
246,06,Molbechsvej,111.53919390669628
247,07,Molbechsvej,217.84417645192002
248,08,Molbechsvej,182.24024119327197
249,09,Molbechsvej,143.81307521421772
250,10,Molbechsvej,142.95493494128849
251,11,Molbechsvej,156.63249761980325
252,12,Molbechsvej,159.9720723579816
253,13,Molbechsvej,180.2672167565852
254,14,Molbechsvej,224.36178990796571
255,15,Molbechsvej,276.6664550936211
256,16,Molbechsvej,243.0675975880673
257,17,Molbechsvej,167.6728022849889
258,18,Molbechsvej,115.8981275785465
259,19,Molbechsvej,84.99809584258965
260,20,Molbechsvej,67.7464297048556
261,21,Molbechsvej,55.56902570612504
262,22,Molbechsvej,40.40241193271977
263,23,Molbechsvej,24.496667724531896
264,00,Mozartsvej,62.714870825456835
265,01,Mozartsvej,36.31285444234405
266,02,Mozartsvej,28.40800252047889
267,03,Mozartsvej,23.50535601764335
268,04,Mozartsvej,25.202583490863265
269,05,Mozartsvej,52.710459987397606
270,06,Mozartsvej,97.29174543163201
271,07,Mozartsvej,155.76496534341524
272,08,Mozartsvej,196.15532451165723
273,09,Mozartsvej,181.06647763074983
274,10,Mozartsvej,194.39319470699434
275,11,Mozartsvej,212.2583490863264
276,12,Mozartsvej,227.6304347826087
277,13,Mozartsvej,236.53245116572148
278,14,Mozartsvej,248.6540642722117
279,15,Mozartsvej,267.94108380592314
280,16,Mozartsvej,267.83774417139256
281,17,Mozartsvej,235.26969124133586
282,18,Mozartsvej,198.28544423440454
283,19,Mozartsvej,161.95652173913044
284,20,Mozartsvej,140.31033396345305
285,21,Mozartsvej,122.21613106490233
286,22,Mozartsvej,107.19659735349717
287,23,Mozartsvej,84.22778827977315
288,00,Roskildevej,436.6114206128134
289,01,Roskildevej,281.7896935933148
290,02,Roskildevej,223.48050139275767
291,03,Roskildevej,188.92061281337047
292,04,Roskildevej,213.008356545961
293,05,Roskildevej,388.7423398328691
294,06,Roskildevej,1108.0487465181059
295,07,Roskildevej,2234.2200557103065
296,08,Roskildevej,2306.688022284123
297,09,Roskildevej,1863.3955431754875
298,10,Roskildevej,1964.7813370473539
299,11,Roskildevej,2161.291086350975
300,12,Roskildevej,2344.7033426183843
301,13,Roskildevej,2441.1128133704738
302,14,Roskildevej,2730.023676880223
303,15,Roskildevej,3026.224233983287
304,16,Roskildevej,2924.2186629526464
305,17,Roskildevej,2464.739554317549
306,18,Roskildevej,1884.682451253482
307,19,Roskildevej,1413.6142061281337
308,20,Roskildevej,1181.8844011142062
309,21,Roskildevej,1084.4373259052925
310,22,Roskildevej,985.2576601671309
311,23,Roskildevej,708.3064066852368
312,00,Skt. Kjelds Gade,10.897417757339936
313,01,Skt. Kjelds Gade,8.047400070746374
314,02,Skt. Kjelds Gade,6.913335691545808
315,03,Skt. Kjelds Gade,6.391227449593209
316,04,Skt. Kjelds Gade,6.300318358684118
317,05,Skt. Kjelds Gade,11.49770074283693
318,06,Skt. Kjelds Gade,29.295719844357976
319,07,Skt. Kjelds Gade,71.24230633180049
320,08,Skt. Kjelds Gade,67.22391227449593
321,09,Skt. Kjelds Gade,54.428369296073576
322,10,Skt. Kjelds Gade,53.65970993986558
323,11,Skt. Kjelds Gade,58.6190307746728
324,12,Skt. Kjelds Gade,61.198797311637776
325,13,Skt. Kjelds Gade,65.89954014856738
326,14,Skt. Kjelds Gade,74.25008843296781
327,15,Skt. Kjelds Gade,81.81995047753803
328,16,Skt. Kjelds Gade,86.34453484258931
329,17,Skt. Kjelds Gade,79.19773611602406
330,18,Skt. Kjelds Gade,63.73434736469756
331,19,Skt. Kjelds Gade,50.662186062964274
332,20,Skt. Kjelds Gade,39.93774319066148
333,21,Skt. Kjelds Gade,34.40254686947294
334,22,Skt. Kjelds Gade,27.52458436505129
335,23,Skt. Kjelds Gade,18.460558896356563
336,00,SÃ¸lvgade,151.79087048832272
337,01,SÃ¸lvgade,110.13552724699221
338,02,SÃ¸lvgade,93.09412597310687
339,03,SÃ¸lvgade,92.21019108280255
340,04,SÃ¸lvgade,112.28414720452938
341,05,SÃ¸lvgade,171.31245576786978
342,06,SÃ¸lvgade,414.8082094833687
343,07,SÃ¸lvgade,804.359872611465
344,08,SÃ¸lvgade,904.0877565463553
345,09,SÃ¸lvgade,782.253007784855
346,10,SÃ¸lvgade,744.3761500353856
347,11,SÃ¸lvgade,790.9331210191083
348,12,SÃ¸lvgade,829.0155697098372
349,13,SÃ¸lvgade,835.4808917197453
350,14,SÃ¸lvgade,898.3747346072187
351,15,SÃ¸lvgade,963.5445859872611
352,16,SÃ¸lvgade,974.2501769285209
353,17,SÃ¸lvgade,850.4037508846426
354,18,SÃ¸lvgade,635.3892427459307
355,19,SÃ¸lvgade,453.4405520169851
356,20,SÃ¸lvgade,353.03644727530076
357,21,SÃ¸lvgade,329.97523000707713
358,22,SÃ¸lvgade,308.6075725406936
359,23,SÃ¸lvgade,230.0803255484784
360,00,Torvegade,482.19071729957807
361,01,Torvegade,351.31364275668074
362,02,Torvegade,279.3049226441631
363,03,Torvegade,253.60112517580873
364,04,Torvegade,300.1932489451477
365,05,Torvegade,472.65597749648384
366,06,Torvegade,865.2818565400844
367,07,Torvegade,1377.0528832630098
368,08,Torvegade,1411.5181434599156
369,09,Torvegade,1422.16258790436
370,10,Torvegade,1470.2194092827003
371,11,Torvegade,1583.417440225035
372,12,Torvegade,1704.9113924050632
373,13,Torvegade,1779.3535864978903
374,14,Torvegade,1914.9398030942334
375,15,Torvegade,2019.9893108298172
376,16,Torvegade,2002.1856540084389
377,17,Torvegade,1880.5741209563994
378,18,Torvegade,1621.2430379746836
379,19,Torvegade,1336.2087201125175
380,20,Torvegade,1100.396905766526
381,21,Torvegade,959.0644163150492
382,22,Torvegade,895.3254571026723
383,23,Torvegade,693.981153305204
384,00,Tuborgvej,272.92386131883075
385,01,Tuborgvej,154.52481305234534
386,02,Tuborgvej,103.77702243371856
387,03,Tuborgvej,82.0839564921822
388,04,Tuborgvej,94.67437117607071
389,05,Tuborgvej,196.96193065941537
390,06,Tuborgvej,732.9347382732835
391,07,Tuborgvej,1829.2341944255609
392,08,Tuborgvej,2145.3640380693405
393,09,Tuborgvej,1653.4394969408565
394,10,Tuborgvej,1508.1573759347382
395,11,Tuborgvej,1587.4021074099253
396,12,Tuborgvej,1706.4904826648537
397,13,Tuborgvej,1762.803535010197
398,14,Tuborgvej,2014.3796736913664
399,15,Tuborgvej,2331.4891230455473
400,16,Tuborgvej,2309.8902107409926
401,17,Tuborgvej,1976.0625424881034
402,18,Tuborgvej,1480.080217539089
403,19,Tuborgvej,1038.902447314752
404,20,Tuborgvej,804.1237253569001
405,21,Tuborgvej,744.0384092454112
406,22,Tuborgvej,684.5489462950374
407,23,Tuborgvej,493.9758667573079
408,00,Vejlands AlleÂ´,216.59556313993173
409,01,Vejlands AlleÂ´,119.97576791808874
410,02,Vejlands AlleÂ´,79.25767918088737
411,03,Vejlands AlleÂ´,67.94982935153584
412,04,Vejlands AlleÂ´,83.57849829351535
413,05,Vejlands AlleÂ´,197.4075085324232
414,06,Vejlands AlleÂ´,593.7617747440273
415,07,Vejlands AlleÂ´,1104.7996587030716
416,08,Vejlands AlleÂ´,1323.8054607508532
417,09,Vejlands AlleÂ´,1048.920819112628
418,10,Vejlands AlleÂ´,1034.3863481228668
419,11,Vejlands AlleÂ´,1128.8600682593856
420,12,Vejlands AlleÂ´,1250.8402730375426
421,13,Vejlands AlleÂ´,1329.0556313993175
422,14,Vejlands AlleÂ´,1489.3808873720136
423,15,Vejlands AlleÂ´,1661.7986348122868
424,16,Vejlands AlleÂ´,1651.7447098976108
425,17,Vejlands AlleÂ´,1423.9307167235495
426,18,Vejlands AlleÂ´,1117.6037542662116
427,19,Vejlands AlleÂ´,824.6948805460751
428,20,Vejlands AlleÂ´,654.4143344709897
429,21,Vejlands AlleÂ´,538.5941979522185
430,22,Vejlands AlleÂ´,483.5215017064846
431,23,Vejlands AlleÂ´,359.94470989761095
432,00,Vigerslev AllÃ©,346.8052345343304
433,01,Vigerslev AllÃ©,232.86097892590075
434,02,Vigerslev AllÃ©,179.1658735554045
435,03,Vigerslev AllÃ©,159.50101971447995
436,04,Vigerslev AllÃ©,174.36165873555404
437,05,Vigerslev AllÃ©,261.54520734194426
438,06,Vigerslev AllÃ©,525.1522773623385
439,07,Vigerslev AllÃ©,1000.701223657376
440,08,Vigerslev AllÃ©,1379.576478585996
441,09,Vigerslev AllÃ©,1182.2073419442556
442,10,Vigerslev AllÃ©,1118.5210740992522
443,11,Vigerslev AllÃ©,1163.7834806254248
444,12,Vigerslev AllÃ©,1251.7256968048946
445,13,Vigerslev AllÃ©,1308.4058463630183
446,14,Vigerslev AllÃ©,1422.0064581917063
447,15,Vigerslev AllÃ©,1576.994221617947
448,16,Vigerslev AllÃ©,1616.490142760027
449,17,Vigerslev AllÃ©,1430.5516655336505
450,18,Vigerslev AllÃ©,1180.5163154316792
451,19,Vigerslev AllÃ©,934.6971447994562
452,20,Vigerslev AllÃ©,764.2301155676411
453,21,Vigerslev AllÃ©,693.3677770224338
454,22,Vigerslev AllÃ©,617.6451393609789
455,23,Vigerslev AllÃ©,503.343303874915
456,00,Wittenberggade,44.6599040944301
457,01,Wittenberggade,30.594614533382515
458,02,Wittenberggade,25.355588343784582
459,03,Wittenberggade,26.033198081888603
460,04,Wittenberggade,41.295831796385094
461,05,Wittenberggade,98.38767982294357
462,06,Wittenberggade,189.3862043526374
463,07,Wittenberggade,223.51272593139063
464,08,Wittenberggade,216.7539653264478
465,09,Wittenberggade,269.17926964219845
466,10,Wittenberggade,324.8266322390262
467,11,Wittenberggade,354.18590925857615
468,12,Wittenberggade,368.7871634083364
469,13,Wittenberggade,389.40981187753596
470,14,Wittenberggade,423.19586868314275
471,15,Wittenberggade,429.6967908520841
472,16,Wittenberggade,386.8424935448174
473,17,Wittenberggade,307.0793065289561
474,18,Wittenberggade,223.75912947251936
475,19,Wittenberggade,171.14976023607525
476,20,Wittenberggade,144.33935817041683
477,21,Wittenberggade,126.82073035780155
478,22,Wittenberggade,100.05754334194025
479,23,Wittenberggade,68.73109553670233
480,00,Ãboulevard,763.9902020820575
481,01,Ãboulevard,428.41457440293937
482,02,Ãboulevard,349.22167789344763
483,03,Ãboulevard,328.70667483159826
484,04,Ãboulevard,371.32026944274344
485,05,Ãboulevard,559.9130434782609
486,06,Ãboulevard,1379.1481935088793
487,07,Ãboulevard,2564.268218003674
488,08,Ãboulevard,2664.5419473361912
489,09,Ãboulevard,2253.984690753215
490,10,Ãboulevard,2170.1573790569505
491,11,Ãboulevard,2354.817513778322
492,12,Ãboulevard,2553.4219228413963
493,13,Ãboulevard,2651.320269442743
494,14,Ãboulevard,2964.7709736680954
495,15,Ãboulevard,3336.9859154929577
496,16,Ãboulevard,3328.2835272504594
497,17,Ãboulevard,3009.1830985915494
498,18,Ãboulevard,2431.347213717085
499,19,Ãboulevard,1804.6319657072872
500,20,Ãboulevard,1519.2516840171463
501,21,Ãboulevard,1416.0
502,22,Ãboulevard,1355.3686466625843
503,23,Ãboulevard,1069.4231475811391
504,00,Ãrestads Boulevard,38.99967876646322
505,01,Ãrestads Boulevard,26.145840025698682
506,02,Ãrestads Boulevard,20.905236106649536
507,03,Ãrestads Boulevard,23.739479601670414
508,04,Ãrestads Boulevard,34.32412463861227
509,05,Ãrestads Boulevard,86.1660777385159
510,06,Ãrestads Boulevard,228.1063283006746
511,07,Ãrestads Boulevard,400.93928686154834
512,08,Ãrestads Boulevard,373.1811757147446
513,09,Ãrestads Boulevard,360.6154834564729
514,10,Ãrestads Boulevard,430.75136524253134
515,11,Ãrestads Boulevard,494.73883713459685
516,12,Ãrestads Boulevard,527.5309990362994
517,13,Ãrestads Boulevard,561.0575008030838
518,14,Ãrestads Boulevard,618.7269514937359
519,15,Ãrestads Boulevard,658.1786058464504
520,16,Ãrestads Boulevard,622.6697719241889
521,17,Ãrestads Boulevard,504.64471570831995
522,18,Ãrestads Boulevard,386.4857051076132
523,19,Ãrestads Boulevard,289.9893992932862
524,20,Ãrestads Boulevard,186.6761965949245
525,21,Ãrestads Boulevard,122.23996145197559
526,22,Ãrestads Boulevard,83.88467716029554
527,23,Ãrestads Boulevard,56.09444265981369
